"AI_Agent_Session__c","Ai_Agent_Interaction_Type__c","Attribute__c","Demo_Identifier__c","End_Days__c","End_Time__c","External_ID__c","Individual__c","Previous_Interaction__c","Session_Owner_Object__c","Session_Owner__c","Start_Days__c","Start_Time__c","Telemetry_Trace_Span__c","Telemetry_Trace__c","Topic_API_Name__c"
"544d3f4f-2885-40ea-a023-fdf1fe09e42f","TURN","","SKYWAVE_PHASE_4_5","-13.0","14:25:03","cbe93813-9b62-4d19-afcf-bd5b351c0839","","","MessagingEndUser","0PAg8000000ZMaLGAW","-13.0","14:25:00","0c096534-e9ef-41d3-a758-8b1a3924ff58","6668a0ab-ba9b-452f-ace7-15407f5794ff","flight_management"
"544d3f4f-2885-40ea-a023-fdf1fe09e42f","TURN","","SKYWAVE_PHASE_4_5","-13.0","14:25:27","ae3feec1-bb6d-4d16-ad01-739b89035f4c","","","MessagingEndUser","0PAg8000000ZMaLGAW","-13.0","14:25:25","d6451cd5-e5d5-4da3-a9fb-db8b63a6b9c6","bc44116a-1586-4e3e-adfa-74e175259454","flight_management"
"544d3f4f-2885-40ea-a023-fdf1fe09e42f","TURN","","SKYWAVE_PHASE_4_5","-13.0","14:25:47","f51fbfc8-4f9b-49d2-a047-bc5fb2de2919","","","MessagingEndUser","0PAg8000000ZMaLGAW","-13.0","14:25:44","bceccded-10e0-4ed5-a02b-3d04d3e4f006","20b03f31-6bc7-4776-ac86-f2fec0f8daaa","flight_management"
"544d3f4f-2885-40ea-a023-fdf1fe09e42f","TURN","","SKYWAVE_PHASE_4_5","-13.0","14:27:52","9c1735bc-dac3-4808-a8c4-a3f7b441b418","","","MessagingEndUser","0PAg8000000ZMaLGAW","-13.0","14:27:50","1378a0e0-a20e-4a95-a355-0f2c8aa03120","b80152cb-d2f2-4371-a334-2aa6884ef1b7","flight_management"
"544d3f4f-2885-40ea-a023-fdf1fe09e42f","SESSION_END","","SKYWAVE_PHASE_4_5","-13.0","14:27:52","9300f77b-0755-4f81-ad8e-1d9aeee98f37","","","","","-13.0","14:27:52","e7088001-f05b-4164-abf0-917aad790b5c","10d54f2f-af8e-477f-aea7-9dfa1c74780f","NOT_SET"
"14922ad9-90b3-4444-acf7-8b645e01f09d","TURN","","SKYWAVE_PHASE_4_5","-1.0","08:14:02","7695b133-f98f-4ef3-a308-ab8ed3e4ba1f","","","MessagingEndUser","0PAg8000000ZOM1GAO","-1.0","08:14:00","d4333424-e38d-4464-aef9-3840d5130087","2bb3a309-bd5a-4f60-a0f0-6fa3b68e2b8f","flight_management"
"14922ad9-90b3-4444-acf7-8b645e01f09d","TURN","","SKYWAVE_PHASE_4_5","-1.0","08:14:54","5bd10e11-53f5-4ed0-a4be-118e5dc6d8cb","","","MessagingEndUser","0PAg8000000ZOM1GAO","-1.0","08:14:50","a3c8c57d-d2e0-4f51-ade1-76d66b029661","23de926c-8344-4f4c-a928-05886ab1cbe5","flight_management"
"14922ad9-90b3-4444-acf7-8b645e01f09d","SESSION_END","","SKYWAVE_PHASE_4_5","-1.0","08:14:54","cdff17f8-c8cd-4b2c-abab-39db9daf54e1","","","","","-1.0","08:14:54","0df2964e-7c32-443c-a2e4-0a82fa8067f2","7d9222f4-486e-48f2-addd-6f3ce74d2d90","NOT_SET"
"d067e117-48f4-4244-a4f5-d9a138cd18eb","TURN","","SKYWAVE_PHASE_4_5","-1.0","13:41:02","f44b894d-12af-45bf-a84c-95fdfb0c88a5","","","MessagingEndUser","0PAg8000000ZOgzGAG","-1.0","13:41:00","6134bb38-264f-445f-abe8-833f0c92df48","4d77c9cf-ab16-4d70-a2cc-da6fa2ea026f","case_management"
"d067e117-48f4-4244-a4f5-d9a138cd18eb","TURN","","SKYWAVE_PHASE_4_5","-1.0","13:42:11","bfce1eb9-e9a0-4827-acf2-a6cd15845edd","","","MessagingEndUser","0PAg8000000ZOgzGAG","-1.0","13:42:09","0452fab3-c2cc-405b-af2b-34f643062f7d","30a3f21e-3ffc-4607-a06b-b3ea819bf7e8","case_management"
"d067e117-48f4-4244-a4f5-d9a138cd18eb","TURN","","SKYWAVE_PHASE_4_5","-1.0","13:42:59","96bf7b65-a55a-465f-ac1b-c7d3166eebf5","","","MessagingEndUser","0PAg8000000ZOgzGAG","-1.0","13:42:56","100700b6-df99-4360-a403-4b2f40a60a77","b4519a69-be92-44f5-a526-1166230207c1","flight_management"
"d067e117-48f4-4244-a4f5-d9a138cd18eb","TURN","","SKYWAVE_PHASE_4_5","-1.0","13:43:34","f3beb5f6-6584-4843-a9cb-ec6493c20994","","","MessagingEndUser","0PAg8000000ZOgzGAG","-1.0","13:43:31","35526d08-8985-431c-a6cb-30590a10eeac","c5f73130-740e-484d-aa83-426a210fb241","flight_management"
"d067e117-48f4-4244-a4f5-d9a138cd18eb","SESSION_END","","SKYWAVE_PHASE_4_5","-1.0","13:43:34","0bcb0033-abbe-46fc-aa9c-45b58fad5549","","","","","-1.0","13:43:34","1e08a43e-5721-4896-a8b5-d969f1c11f84","8b72a04d-9208-4be5-a846-cc849fe9c2c8","NOT_SET"
"e9061720-7ee9-4aa9-a7b9-088a44724ec2","TURN","","SKYWAVE_PHASE_4_5","-2.0","16:34:02","fb1aa619-d822-43b0-a247-251d35b05920","","","MessagingEndUser","0PAg8000000ZOibGAG","-2.0","16:34:00","5407934b-432c-4290-a039-927f82a9ce1b","15d5d21c-8f91-4c4a-a531-0cc5a6c4dcde","case_management"
"e9061720-7ee9-4aa9-a7b9-088a44724ec2","TURN","","SKYWAVE_PHASE_4_5","-2.0","16:38:23","43042ce3-12f1-4e4f-aad3-8e73cc37ab8e","","","MessagingEndUser","0PAg8000000ZOibGAG","-2.0","16:38:20","5b3b8630-3d37-4ea8-a0e5-c9af822ae76f","e20b876a-6bbf-4f1a-a672-78222ce18d0e","case_management"
"e9061720-7ee9-4aa9-a7b9-088a44724ec2","SESSION_END","","SKYWAVE_PHASE_4_5","-2.0","16:38:23","27b89897-4b81-436b-afbf-dd9f3ae7bc21","","","","","-2.0","16:38:23","face9995-a5d2-442c-aa12-048c31ba572a","39c389d8-e176-4428-a172-d4440d9fb9c4","NOT_SET"
"94148ba5-d821-41f8-ac7b-920ad8825ee9","TURN","","SKYWAVE_PHASE_4_5","-6.0","15:20:03","9dee6ed9-4ffe-4004-a72b-a8e39c81e47a","","","MessagingEndUser","0PAg8000000ZOvVGAW","-6.0","15:20:00","99736099-301e-4e4d-a413-bf235cb417b3","2104eced-1276-481d-a840-a48e76c05715","mileage_account"
"94148ba5-d821-41f8-ac7b-920ad8825ee9","TURN","","SKYWAVE_PHASE_4_5","-6.0","15:20:53","e51190d4-f276-4383-ae3c-3a0fd2d835b3","","","MessagingEndUser","0PAg8000000ZOvVGAW","-6.0","15:20:49","89478d40-02a4-4da0-aa66-c16e2f290bd4","3b8f69d4-dea4-45ff-a13b-e58662cad1f8","mileage_account"
"94148ba5-d821-41f8-ac7b-920ad8825ee9","SESSION_END","","SKYWAVE_PHASE_4_5","-6.0","15:20:53","7e9d8071-8dac-4602-ab02-24f737344f87","","","","","-6.0","15:20:53","759afa9d-004b-4cf1-ad1b-25743fc8e886","38e23c24-93c2-4954-a3ff-ea0700efd095","NOT_SET"
"6ecf46e7-fccf-4e3f-a4ed-8f8db12f5279","TURN","","SKYWAVE_PHASE_4_5","-7.0","13:05:04","04f03e79-e9cc-46af-a3fe-08fb4a41966a","","","MessagingEndUser","0PAg8000000ZP6nGAG","-7.0","13:05:00","696cdf3b-9d25-4d6e-adaa-e91f7eefbab9","722d276e-5aa1-47c2-ab9c-08f152f0eaa8","flight_management"
"6ecf46e7-fccf-4e3f-a4ed-8f8db12f5279","TURN","","SKYWAVE_PHASE_4_5","-7.0","13:05:39","e11c341d-a8f0-4d9e-a60c-f756ea0ee59b","","","MessagingEndUser","0PAg8000000ZP6nGAG","-7.0","13:05:37","45175d24-1d0f-4123-a198-ef75e3f7ca85","3eba06f0-e457-4b3b-a144-fec9cb2fc6cd","flight_management"
"6ecf46e7-fccf-4e3f-a4ed-8f8db12f5279","TURN","","SKYWAVE_PHASE_4_5","-7.0","13:06:01","58e2fe80-2a87-4078-ab53-9bcc01b7cab1","","","MessagingEndUser","0PAg8000000ZP6nGAG","-7.0","13:05:58","f5ca2cd9-8a1b-4f56-a413-fdd5d59b9a96","cd177b58-86c1-44c9-a07f-f2ffdd114c0d","flight_management"
"6ecf46e7-fccf-4e3f-a4ed-8f8db12f5279","TURN","","SKYWAVE_PHASE_4_5","-7.0","13:06:20","bea8f807-3dc8-48b6-a7d6-b16c7ccb04b7","","","MessagingEndUser","0PAg8000000ZP6nGAG","-7.0","13:06:16","15608d03-e1ae-4457-aa02-203b52a55803","14562067-5306-404c-a669-cd41e300eb0f","flight_management"
"6ecf46e7-fccf-4e3f-a4ed-8f8db12f5279","SESSION_END","","SKYWAVE_PHASE_4_5","-7.0","13:06:20","c549f3ad-9314-4d94-a050-590e91220853","","","","","-7.0","13:06:20","4480d4da-4654-474d-ab4f-bdee093e4d68","a2c83bf7-59c5-41ed-a078-3f0cb04fae41","NOT_SET"
"2ddbd2bb-5387-4e84-a06c-19b0eaff1b83","TURN","","SKYWAVE_PHASE_4_5","-12.0","12:55:03","9b9f53c3-ee45-4d8e-acdb-462aa6cc712b","","","MessagingEndUser","0PAg8000000ZP8PGAW","-12.0","12:55:00","9e20fcbd-1fd6-4625-a9c2-7a0d5f20b502","d7abf0d0-406a-437d-a9db-d5e61f2cb7eb","case_management"
"2ddbd2bb-5387-4e84-a06c-19b0eaff1b83","TURN","","SKYWAVE_PHASE_4_5","-12.0","12:55:39","d16130c6-fc02-45c8-ae4c-9d9788ee365e","","","MessagingEndUser","0PAg8000000ZP8PGAW","-12.0","12:55:36","15d37b44-fad1-4b10-aa78-611e9bde0d89","72982d1c-39ab-43ea-a4ef-4a1722545ebf","case_management"
"2ddbd2bb-5387-4e84-a06c-19b0eaff1b83","SESSION_END","","SKYWAVE_PHASE_4_5","-12.0","12:55:39","c0365493-d946-418a-ad94-35b02d2ff4fe","","","","","-12.0","12:55:39","fccf62bf-16bb-43a7-a38f-e119f592f7e9","6bab5f49-2b1c-461d-a350-b48ac03c9c6f","NOT_SET"
"95dd4a66-8a18-4a1e-a0c9-b01f8ab541b5","TURN","","SKYWAVE_PHASE_4_5","-7.0","17:16:04","0a0ffe2d-3718-44a1-a508-03fa2a15d7e1","","","MessagingEndUser","0PAg8000000ZPd3GAG","-7.0","17:16:00","b56aece4-bffb-4795-ade9-1e909e1b696e","b4140205-243d-43bd-ae7d-cc0b9769f4be","case_management"
"95dd4a66-8a18-4a1e-a0c9-b01f8ab541b5","TURN","","SKYWAVE_PHASE_4_5","-7.0","17:16:53","5539428a-abc9-4c1f-af17-63e25e9d98fc","","","MessagingEndUser","0PAg8000000ZPd3GAG","-7.0","17:16:50","a90e1cb2-49d1-4f55-a302-5e0eb7fc58e6","8f4c02cb-62e8-42aa-a4d2-4247f14d1cb0","case_management"
"95dd4a66-8a18-4a1e-a0c9-b01f8ab541b5","TURN","","SKYWAVE_PHASE_4_5","-7.0","17:17:42","8a19bf4e-58d4-4414-a868-de60ea4a4580","","","MessagingEndUser","0PAg8000000ZPd3GAG","-7.0","17:17:39","68d51a26-f05f-43f2-a667-ce8a0d473169","944b3a71-94af-4c36-aaa5-3b6d26ea4a26","flight_management"
"95dd4a66-8a18-4a1e-a0c9-b01f8ab541b5","TURN","","SKYWAVE_PHASE_4_5","-7.0","17:18:04","da328b69-3af7-4ca2-a09b-6fae797c33b3","","","MessagingEndUser","0PAg8000000ZPd3GAG","-7.0","17:18:00","d6d5d6a7-9672-4d51-a7f5-bba424fdee73","ee49345f-ee62-4121-ab4a-918a71e9630f","flight_management"
"95dd4a66-8a18-4a1e-a0c9-b01f8ab541b5","TURN","","SKYWAVE_PHASE_4_5","-7.0","17:19:09","d2a079b9-8b37-4079-aa61-6badda658336","","","MessagingEndUser","0PAg8000000ZPd3GAG","-7.0","17:19:05","20b3cf2d-26ef-4245-afc9-b98e6d0b9fc0","8a2e9209-056b-4f49-a023-928c06669dce","mileage_account"
"95dd4a66-8a18-4a1e-a0c9-b01f8ab541b5","TURN","","SKYWAVE_PHASE_4_5","-7.0","17:22:12","f7d6f860-2163-4455-a6c0-37a255cc981e","","","MessagingEndUser","0PAg8000000ZPd3GAG","-7.0","17:22:10","f45388a0-0096-40d7-afcd-01b1cc8c1505","eedf6f27-7544-4d59-afc7-9c697f548bf6","mileage_account"
"95dd4a66-8a18-4a1e-a0c9-b01f8ab541b5","SESSION_END","","SKYWAVE_PHASE_4_5","-7.0","17:22:12","2b1c53f0-e679-4fcc-a0d8-f54cecc872d7","","","","","-7.0","17:22:12","58ce69f4-ce50-417f-a6e6-51be20e4302f","2c3e6012-afc9-4658-a2a1-22c9bb7f6d6a","NOT_SET"
"6987e5e8-c042-4ff9-ac77-c7152a5eb4da","TURN","","SKYWAVE_PHASE_4_5","-9.0","19:37:02","2bd56f51-26af-4948-ab3b-7fee1a1e8a2d","","","MessagingEndUser","0PAg8000000ZPtBGAW","-9.0","19:37:00","1c27d2de-4fd0-49be-a8b3-565c1c21de78","787990b9-6a18-4aeb-ac67-279d21aa1f5e","flight_management"
"6987e5e8-c042-4ff9-ac77-c7152a5eb4da","TURN","","SKYWAVE_PHASE_4_5","-9.0","19:38:59","cfa0a5ea-97d9-4f42-a966-2aac8a51d611","","","MessagingEndUser","0PAg8000000ZPtBGAW","-9.0","19:38:57","fcad09a7-33f8-4a2f-a34f-9dfeadbd0b81","38ffb32b-04c1-41ad-abef-ebb8104a676c","flight_management"
"6987e5e8-c042-4ff9-ac77-c7152a5eb4da","TURN","","SKYWAVE_PHASE_4_5","-9.0","19:39:39","12a57833-f319-4a34-a543-dd720e9a5ed6","","","MessagingEndUser","0PAg8000000ZPtBGAW","-9.0","19:39:37","813f0016-b77f-4245-a324-133c249f3a02","9919f7fd-c868-4aab-afd8-5065322256ff","flight_management"
"6987e5e8-c042-4ff9-ac77-c7152a5eb4da","TURN","","SKYWAVE_PHASE_4_5","-9.0","19:40:01","7d98f33d-13be-44a9-adc5-d91a1998985b","","","MessagingEndUser","0PAg8000000ZPtBGAW","-9.0","19:39:59","e75a0fcd-7f24-43e2-a181-5e1152fcef75","92936112-f9f7-46f3-aea8-12c657af2856","flight_management"
"6987e5e8-c042-4ff9-ac77-c7152a5eb4da","TURN","","SKYWAVE_PHASE_4_5","-9.0","19:40:48","f7c160fc-1c0c-40bb-a3d4-2da05c7cb6a0","","","MessagingEndUser","0PAg8000000ZPtBGAW","-9.0","19:40:44","747b3362-5063-4440-aa6b-bf89b2674ab8","d2a518c4-53a5-4793-a49c-954a72fcf1ca","off_topic"
"6987e5e8-c042-4ff9-ac77-c7152a5eb4da","TURN","","SKYWAVE_PHASE_4_5","-9.0","19:41:55","546ee7d6-8930-4a9b-a728-4263dec85b12","","","MessagingEndUser","0PAg8000000ZPtBGAW","-9.0","19:41:51","11a7090b-5c27-4bde-ab4e-4acf07d369db","0464ca54-9969-463d-a91c-0e25ee214142","off_topic"
"6987e5e8-c042-4ff9-ac77-c7152a5eb4da","SESSION_END","","SKYWAVE_PHASE_4_5","-9.0","19:41:55","67a4eb62-76b7-482c-a438-eb9d20c8f0ba","","","","","-9.0","19:41:55","804c5aab-6983-42fa-a749-c4fc94bdaa33","e39ec632-8770-46de-a7a7-377f53394afe","NOT_SET"
"bb410fd9-097b-4f58-aad0-132aba967735","TURN","","SKYWAVE_PHASE_4_5","-8.0","11:31:03","d3628f7b-8ff3-4b29-a759-d66861be399b","","","MessagingEndUser","0PAg8000000ZRgTGAW","-8.0","11:31:00","498f3ff2-2096-4812-af28-5be614a4ac94","db6c7c4d-c0f8-42fd-af07-f4f9d3c24b41","off_topic"
"bb410fd9-097b-4f58-aad0-132aba967735","TURN","","SKYWAVE_PHASE_4_5","-8.0","11:31:42","37d72e61-d466-491c-a772-686cfe937274","","","MessagingEndUser","0PAg8000000ZRgTGAW","-8.0","11:31:39","404d0e1e-fc9e-46ec-ab9d-75441b39bb71","c49dd53d-4af7-4bc9-a46f-8f4e3ce7bf54","off_topic"
"bb410fd9-097b-4f58-aad0-132aba967735","TURN","","SKYWAVE_PHASE_4_5","-8.0","11:32:30","531c3e66-a9f9-42f1-acca-7695938d33e6","","","MessagingEndUser","0PAg8000000ZRgTGAW","-8.0","11:32:26","425fc26a-d04d-44ad-ac9d-b1ebebbe59e0","79785c14-c056-46b5-a6ff-4f863f5df8e5","case_management"
"bb410fd9-097b-4f58-aad0-132aba967735","TURN","","SKYWAVE_PHASE_4_5","-8.0","11:35:22","146a8646-989c-4bd3-a618-9fb488a0bbeb","","","MessagingEndUser","0PAg8000000ZRgTGAW","-8.0","11:35:20","a4b7f02e-6e9c-4eae-aa98-9295b7cf11fa","853610af-1643-4fb6-a89f-b3f10627d4b6","case_management"
"bb410fd9-097b-4f58-aad0-132aba967735","SESSION_END","","SKYWAVE_PHASE_4_5","-8.0","11:35:22","0248d0c7-296d-4673-aed3-d5016145d7aa","","","","","-8.0","11:35:22","992c0d22-87e6-420a-af9d-f8009a96f912","af491c2f-8104-420c-accd-c6b046bc6ac8","NOT_SET"
"4048e5ad-d8c1-4239-ae4a-364810e95cef","TURN","","SKYWAVE_PHASE_4_5","-14.0","12:27:03","523af3a4-d876-4ca5-a559-e1bc7783513d","","","MessagingEndUser","0PAg8000000ZSRFGA4","-14.0","12:27:00","91912c04-76f5-485b-a2ce-ce196b5a24de","3c58b81a-15e8-4378-ac35-9fd1b13ce94d","flight_management"
"4048e5ad-d8c1-4239-ae4a-364810e95cef","TURN","","SKYWAVE_PHASE_4_5","-14.0","12:29:43","37db5ac9-8935-45d4-ae94-bdb67f19951e","","","MessagingEndUser","0PAg8000000ZSRFGA4","-14.0","12:29:40","779c5542-526d-4135-a9d7-9f04d29ee973","ec0a60db-bf80-4cf8-a344-9ac7a0851573","flight_management"
"4048e5ad-d8c1-4239-ae4a-364810e95cef","SESSION_END","","SKYWAVE_PHASE_4_5","-14.0","12:29:43","8f96ae1b-8c01-4dcd-a41c-cfb9d973406d","","","","","-14.0","12:29:43","2202c1f6-5d02-422d-a796-0db1b71015c4","aaa77a7b-339d-4aec-a2ae-981c228886e1","NOT_SET"
"f04d6e62-cf57-43bb-aee5-d75cb369a098","TURN","","SKYWAVE_PHASE_4_5","-12.0","15:44:03","51bfc73f-4548-45dc-aba3-73d6b8ef8b4e","","","MessagingEndUser","0PAg8000000ZSXhGAO","-12.0","15:44:00","613860f6-85fa-400f-a6e0-a5fe0fb51dec","0c205b00-b5c8-43fd-a969-cd3219d0e922","flight_management"
"f04d6e62-cf57-43bb-aee5-d75cb369a098","TURN","","SKYWAVE_PHASE_4_5","-12.0","15:44:23","b7a3db97-febd-400e-aeee-d6ba5778a85c","","","MessagingEndUser","0PAg8000000ZSXhGAO","-12.0","15:44:21","910a1366-717c-4275-a867-ad35bca30b47","25d31fa8-a60f-4a32-af09-af5c60865b08","flight_management"
"f04d6e62-cf57-43bb-aee5-d75cb369a098","TURN","","SKYWAVE_PHASE_4_5","-12.0","15:44:47","4b407bc8-b2ad-4c27-abc0-8a2f92d90e93","","","MessagingEndUser","0PAg8000000ZSXhGAO","-12.0","15:44:45","fe70ac5b-a18c-4e8e-a7e4-33ccac58dcdf","ccab7ac0-7516-4eb4-a2f0-a15f9697e0a7","flight_management"
"f04d6e62-cf57-43bb-aee5-d75cb369a098","TURN","","SKYWAVE_PHASE_4_5","-12.0","15:45:06","266a07b9-432b-41c4-ac80-b266689b78d2","","","MessagingEndUser","0PAg8000000ZSXhGAO","-12.0","15:45:03","d16e7245-16ce-4c13-af91-5ed2074c6842","7ea2b3bc-5eaf-4e77-a283-e91d36cccc58","flight_management"
"f04d6e62-cf57-43bb-aee5-d75cb369a098","TURN","","SKYWAVE_PHASE_4_5","-12.0","15:45:35","0838afe6-598a-4ccc-aaf2-5b9528d6562c","","","MessagingEndUser","0PAg8000000ZSXhGAO","-12.0","15:45:32","08a8ea2f-44b6-4e4f-a051-b1f3d06f36ad","f8639f02-e903-490e-a373-c909ca954587","flight_management"
"f04d6e62-cf57-43bb-aee5-d75cb369a098","TURN","","SKYWAVE_PHASE_4_5","-12.0","15:46:30","10304044-604e-4538-afda-b2ae96ad851c","","","MessagingEndUser","0PAg8000000ZSXhGAO","-12.0","15:46:26","ab18cc39-ce4e-4777-ac2b-c29ff66b0007","061077b7-4815-4173-a727-2f1a4b6344df","flight_management"
"f04d6e62-cf57-43bb-aee5-d75cb369a098","SESSION_END","","SKYWAVE_PHASE_4_5","-12.0","15:46:30","f447f276-b829-4ee5-ad05-5cf6bf874fe6","","","","","-12.0","15:46:30","7c782d34-937a-4a81-a270-5dcb51c39e53","c9b5f75e-51ff-4beb-a186-6e8cbdb5f31e","NOT_SET"
"4f3bc141-0187-44af-af6e-7355c68d2cac","TURN","","SKYWAVE_PHASE_4_5","-7.0","15:01:03","fcec7553-01f8-4980-a4aa-20f921fe7ff0","","","MessagingEndUser","0PAg8000000ZTNJGA4","-7.0","15:01:00","4110db55-f0ab-4387-a670-0a5efc36c0f9","100949c1-6dd3-490a-ae29-688e4066bfb8","case_management"
"4f3bc141-0187-44af-af6e-7355c68d2cac","TURN","","SKYWAVE_PHASE_4_5","-7.0","15:02:18","2671433d-4cf6-491e-a1d0-b36c4433bb8c","","","MessagingEndUser","0PAg8000000ZTNJGA4","-7.0","15:02:15","2001580f-b6ca-4bed-a2ad-7f1765b2988d","6585d75c-c079-4d2e-a68a-6dfd1aa43122","case_management"
"4f3bc141-0187-44af-af6e-7355c68d2cac","SESSION_END","","SKYWAVE_PHASE_4_5","-7.0","15:02:18","5be89f2b-b034-4b8a-a363-bcf69ffbb528","","","","","-7.0","15:02:18","6effeef0-8bb8-4d4c-ac12-46321d8d0e22","7aab1c09-ed7f-47fc-a67d-b002e172098c","NOT_SET"
"c57da819-0810-4382-a703-09b7ae1fa124","TURN","","SKYWAVE_PHASE_4_5","-7.0","14:17:02","08a75050-0b7a-487e-a657-92d767ff65d7","","","MessagingEndUser","0PAg8000000ZUsrGAG","-7.0","14:17:00","914f96c3-ebaa-4833-ae9b-8927b2f5418d","8bdddc5a-4a4e-4ec4-a650-ceea8801d36d","flight_management"
"c57da819-0810-4382-a703-09b7ae1fa124","TURN","","SKYWAVE_PHASE_4_5","-7.0","14:21:37","cd47325e-a9a0-4dc3-ac3c-4f7e9670d583","","","MessagingEndUser","0PAg8000000ZUsrGAG","-7.0","14:21:33","04cc3bc7-5463-49ec-a406-6d6a39fd5455","e32bc3ba-487c-4e2b-adb4-4bec3011d8f5","flight_management"
"c57da819-0810-4382-a703-09b7ae1fa124","TURN","","SKYWAVE_PHASE_4_5","-7.0","14:22:51","dcd4925d-588b-4fc6-a0b6-20e06fa38255","","","MessagingEndUser","0PAg8000000ZUsrGAG","-7.0","14:22:47","e551ad7c-d68d-4ec5-a770-733c73dd7b78","9e741ebc-326a-41cb-a7e1-1b63bcb8661f","off_topic"
"c57da819-0810-4382-a703-09b7ae1fa124","TURN","","SKYWAVE_PHASE_4_5","-7.0","14:23:52","c59c03b6-efe1-4cfd-aea4-3183c2f89270","","","MessagingEndUser","0PAg8000000ZUsrGAG","-7.0","14:23:48","541efafc-648b-448f-a3f5-9c7fe76b27fc","6712c479-aed2-4293-a4f6-34c2cdcf2e5f","off_topic"
"c57da819-0810-4382-a703-09b7ae1fa124","SESSION_END","","SKYWAVE_PHASE_4_5","-7.0","14:23:52","dd2f9b10-ce06-4b25-a138-23409f65067b","","","","","-7.0","14:23:52","c1330704-f08e-4745-a60e-80ccc508efd4","e8a2fdcb-b843-4b34-a9ad-4c893f802f91","NOT_SET"
"f2934058-8713-4a3d-a92b-22c96be291a0","TURN","","SKYWAVE_PHASE_4_5","-6.0","19:32:02","60b913f7-da38-45e5-a6d5-adeb3575e7b2","","","MessagingEndUser","0PAg8000000ZVDpGAO","-6.0","19:32:00","ea1bdd13-290c-4a14-a15f-9c9ae62f90ef","c3b18cb8-e032-44d6-a357-b5bedf5b62d5","mileage_account"
"f2934058-8713-4a3d-a92b-22c96be291a0","TURN","","SKYWAVE_PHASE_4_5","-6.0","19:33:11","c9a6fec9-443e-425e-aadb-f65024f5773d","","","MessagingEndUser","0PAg8000000ZVDpGAO","-6.0","19:33:08","4add2a1d-3edb-46f7-afb6-245398b429a8","008b54dd-fd30-43f9-a48b-61dfea02a672","mileage_account"
"f2934058-8713-4a3d-a92b-22c96be291a0","TURN","","SKYWAVE_PHASE_4_5","-6.0","19:33:51","cabd6a95-54ee-4b28-aa71-57a6d4bc1dfb","","","MessagingEndUser","0PAg8000000ZVDpGAO","-6.0","19:33:48","dc65840f-86fb-490a-afce-9ca38a8f0966","cd48f4d9-0a2e-4697-a6eb-19d50a3926ee","mileage_account"
"f2934058-8713-4a3d-a92b-22c96be291a0","TURN","","SKYWAVE_PHASE_4_5","-6.0","19:34:44","836ddf4a-01d5-4e55-a4e8-ea01b6401e7d","","","MessagingEndUser","0PAg8000000ZVDpGAO","-6.0","19:34:41","4f345cc2-2094-425b-a6f7-9dccf664c241","cf69da68-2f77-4b04-a9ac-d2684aad7c43","mileage_account"
"f2934058-8713-4a3d-a92b-22c96be291a0","SESSION_END","","SKYWAVE_PHASE_4_5","-6.0","19:34:44","dbcbf928-a59f-4b20-a186-a92d73f27102","","","","","-6.0","19:34:44","7b31f90a-a7b8-4261-a7e6-1e1ee9f27abe","e3b14a8a-67e7-48b3-a242-f537bb8a3a1a","NOT_SET"
"33c96ed5-006e-4361-a8c2-e901b03f8167","TURN","","SKYWAVE_PHASE_4_5","-7.0","10:33:02","abeba71c-74f0-4fb5-a91e-0dbf485e29a7","","","MessagingEndUser","0PAg8000000ZfMrGAK","-7.0","10:33:00","d9e2e909-1ac1-41eb-aca3-a4014f6c5a88","9fd501e6-a564-4e51-ac22-aa732a26e5cb","mileage_account"
"33c96ed5-006e-4361-a8c2-e901b03f8167","TURN","","SKYWAVE_PHASE_4_5","-7.0","10:33:34","206880b4-1c89-40eb-adf3-08af780903ae","","","MessagingEndUser","0PAg8000000ZfMrGAK","-7.0","10:33:31","d125ae23-3fbb-4353-ab3c-adb6b6b7d854","2c6582a1-c2ed-4f98-a109-a68d378eb86e","mileage_account"
"33c96ed5-006e-4361-a8c2-e901b03f8167","SESSION_END","","SKYWAVE_PHASE_4_5","-7.0","10:33:34","386071a8-c90e-495f-a580-234ed6739f96","","","","","-7.0","10:33:34","985b9f8d-4e27-4e39-a8b3-6a1ad6500f1b","4532a355-d9a8-4696-a6d3-f906b34281f2","NOT_SET"
"a49201da-3ca8-4116-a9b4-8376d96ff55a","TURN","","SKYWAVE_PHASE_4_5","-7.0","14:44:03","d737d535-4503-4804-a3ba-b1fe930ca5a4","","","MessagingEndUser","0PAg8000000Zim9GAC","-7.0","14:44:00","931dd96a-7b65-4440-a227-333b9014972f","808acd56-6134-4c53-a392-501b5ace52a5","mileage_account"
"a49201da-3ca8-4116-a9b4-8376d96ff55a","TURN","","SKYWAVE_PHASE_4_5","-7.0","14:45:19","9e38618d-5daa-40d0-aa98-3105778d2d12","","","MessagingEndUser","0PAg8000000Zim9GAC","-7.0","14:45:17","d95fe768-dfdb-4685-a679-96fca00e20cb","cf3e477c-804f-4cde-a657-2f99a31141c0","mileage_account"
"a49201da-3ca8-4116-a9b4-8376d96ff55a","SESSION_END","","SKYWAVE_PHASE_4_5","-7.0","14:45:19","74efb913-34a3-4410-adfb-1233e7d2a674","","","","","-7.0","14:45:19","8c8e3262-8c99-40d0-ab95-ddb69ccc59f2","bca3ee27-3f37-434a-af95-7986083bacaf","NOT_SET"
