"AI_Agent_Channel_Type__c","AI_Agent_Session_End_Type__c","Demo_Identifier__c","End_Timestamp__c","External_ID__c","Individual__c","Previous_Session_Id__c","Related_Messaging_Session__c","Related_Voice_Call__c","Session_Owner_Object__c","Session_Owner__c","Start_Days__c","Start_Time__c","Variable__c"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-23T15:55:55.000Z","4bcc7729-5fbe-4bd5-a16c-63248ea1247f","NOT_SET","NOT_SET","","","NOT_SET","","-11.0","15:54:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-25T19:11:42.000Z","9b72b6e7-d7b7-463d-ad6a-72cc999124a9","NOT_SET","NOT_SET","","","NOT_SET","","-9.0","19:06:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-21T12:21:53.000Z","49529b76-dfaf-4818-a202-fd6381395f50","NOT_SET","NOT_SET","","","NOT_SET","","-13.0","12:12:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-23T18:14:44.000Z","7f60af3c-9304-46e8-a7e2-f8aec150ad99","NOT_SET","NOT_SET","","","NOT_SET","","-11.0","18:08:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-31T10:27:03.000Z","f8ebdf6a-afac-4695-ab24-7f206ccb7cf2","NOT_SET","NOT_SET","","","NOT_SET","","-3.0","10:23:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-26T13:16:05.000Z","2cec9cab-1cae-4ac7-a385-4bcefe645804","NOT_SET","NOT_SET","","","NOT_SET","","-8.0","13:15:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-31T16:18:48.000Z","17b778a3-ea97-4809-a1a9-819d99bd0074","NOT_SET","NOT_SET","","","NOT_SET","","-3.0","16:18:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-31T19:35:57.000Z","e96c9eb2-0ce5-41a6-acfd-7f5f144b9f20","NOT_SET","NOT_SET","","","NOT_SET","","-3.0","19:25:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-25T19:12:05.000Z","9de69977-6d3b-4b2c-afcb-0c119a26ae38","NOT_SET","NOT_SET","","","NOT_SET","","-9.0","19:11:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-24T12:23:16.000Z","7d98dda4-aa43-43af-af0f-ef10bfe99442","NOT_SET","NOT_SET","","","NOT_SET","","-10.0","12:19:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-06-01T18:57:23.000Z","68024bc0-7a86-4886-a8f4-013b34c15244","NOT_SET","NOT_SET","","","NOT_SET","","-2.0","18:55:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-30T16:26:15.000Z","18742c64-7e9d-4e5d-a264-6e0973b015db","NOT_SET","NOT_SET","","","NOT_SET","","-4.0","16:25:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-06-01T19:00:28.000Z","bc817ceb-5459-4a6c-a5d6-07c3e96dfb35","NOT_SET","NOT_SET","","","NOT_SET","","-2.0","19:00:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-29T11:19:08.000Z","f6b0021b-6913-41b3-aa8f-d5217ac0e4fe","NOT_SET","NOT_SET","","","NOT_SET","","-5.0","11:15:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-06-01T11:57:40.000Z","a6b4541a-2de5-4311-aa6a-a1734b0fb27f","NOT_SET","NOT_SET","","","NOT_SET","","-2.0","11:54:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-06-01T14:53:14.000Z","16cce24b-d2b4-4e40-a007-c9e280109e0c","NOT_SET","NOT_SET","","","NOT_SET","","-2.0","14:48:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-31T10:52:27.000Z","71a998a2-e14c-45ad-a12e-b457d7efcff8","NOT_SET","NOT_SET","","","NOT_SET","","-3.0","10:48:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-24T16:55:47.000Z","0baea545-b2dc-460f-aa08-7b5eb3dd7a1b","NOT_SET","NOT_SET","","","NOT_SET","","-10.0","16:55:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-24T16:14:32.000Z","fd1e575e-35d2-4b05-a655-9c10eca5507d","NOT_SET","NOT_SET","","","NOT_SET","","-10.0","16:09:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-22T18:23:47.000Z","74a2c710-3ab0-447f-a8b2-b6072dd759b2","NOT_SET","NOT_SET","","","NOT_SET","","-12.0","18:21:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-06-02T16:09:31.000Z","9dce345a-4d85-41ef-a29d-f6b83e38bc90","NOT_SET","NOT_SET","","","NOT_SET","","-1.0","16:09:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-21T19:21:57.000Z","8aa6b65f-9560-4405-a4ea-480fd3b83864","NOT_SET","NOT_SET","","","NOT_SET","","-13.0","19:18:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-06-02T16:06:20.000Z","9564a0f8-7090-40b7-a251-2b6e1bb76d72","NOT_SET","NOT_SET","","","NOT_SET","","-1.0","16:01:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-25T18:52:52.000Z","7e0e05c6-98f0-4732-a25b-ceb4d3c0ae6d","NOT_SET","NOT_SET","","","NOT_SET","","-9.0","18:51:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-06-01T12:22:43.000Z","6d3ba60d-dcd1-4d4f-a2c8-b8325a420e1f","NOT_SET","NOT_SET","","","NOT_SET","","-2.0","12:19:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-06-02T17:49:06.000Z","42c1b1c7-40b5-48fc-aa2c-b8af97c32f15","NOT_SET","NOT_SET","","","NOT_SET","","-1.0","17:48:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-26T13:02:43.000Z","a2ffa8cf-179e-43bd-aa79-46141990e949","NOT_SET","NOT_SET","","","NOT_SET","","-8.0","13:02:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-26T17:41:32.000Z","3dfbe3e6-fba8-4f49-a81c-7523ecad0a47","NOT_SET","NOT_SET","","","NOT_SET","","-8.0","17:37:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-27T17:16:37.000Z","d296eb06-56ac-4e77-ace6-87ecf8bbc226","NOT_SET","NOT_SET","","","NOT_SET","","-7.0","17:10:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-22T13:32:46.000Z","73986325-4d73-4df2-a23f-4b418945029a","NOT_SET","NOT_SET","","","NOT_SET","","-12.0","13:32:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-30T09:16:40.000Z","28738406-d9ec-4c67-ac6e-13df75fa62b4","NOT_SET","NOT_SET","","","NOT_SET","","-4.0","09:02:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-28T16:58:19.000Z","e6c958d8-6db4-4e7e-a92f-663813376e91","NOT_SET","NOT_SET","","","NOT_SET","","-6.0","16:55:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-26T13:25:05.000Z","ab8b2235-96e7-4738-a629-22efa69c9817","NOT_SET","NOT_SET","","","NOT_SET","","-8.0","13:23:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-29T12:45:57.000Z","de407bb5-e33d-49d4-a336-6d05c16f6ece","NOT_SET","NOT_SET","","","NOT_SET","","-5.0","12:42:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-20T08:42:23.000Z","293fc297-3bfa-4417-a530-3bd9b0934edd","NOT_SET","NOT_SET","","","NOT_SET","","-14.0","08:42:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-21T16:42:27.000Z","cbd4e804-7fdd-461b-a786-83c8d68467ae","NOT_SET","NOT_SET","","","NOT_SET","","-13.0","16:40:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-27T18:59:27.000Z","8bb69671-3e85-43c1-a954-a4505b13f073","NOT_SET","NOT_SET","","","NOT_SET","","-7.0","18:54:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-25T08:57:19.000Z","28ca6435-65ad-4f7a-a1d8-9bc5573f16a0","NOT_SET","NOT_SET","","","NOT_SET","","-9.0","08:51:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-20T12:50:51.000Z","a40c8fdf-8bf0-47a4-ae49-a9d266ac7362","NOT_SET","NOT_SET","","","NOT_SET","","-14.0","12:50:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-22T13:22:48.000Z","566e35bc-b781-432b-a362-adb983d35275","NOT_SET","NOT_SET","","","NOT_SET","","-12.0","13:18:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-06-02T18:31:16.000Z","c9de933d-ed30-46ed-aa36-e424d453b093","NOT_SET","NOT_SET","","","NOT_SET","","-1.0","18:22:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-06-02T16:07:24.000Z","f387fbd4-6401-4ce5-aa4b-15c775e87c5a","NOT_SET","NOT_SET","","","NOT_SET","","-1.0","16:07:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-21T14:27:52.000Z","544d3f4f-2885-40ea-a023-fdf1fe09e42f","NOT_SET","NOT_SET","","","NOT_SET","","-13.0","14:25:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-06-02T08:14:54.000Z","14922ad9-90b3-4444-acf7-8b645e01f09d","NOT_SET","NOT_SET","","","NOT_SET","","-1.0","08:14:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-06-02T13:43:34.000Z","d067e117-48f4-4244-a4f5-d9a138cd18eb","NOT_SET","NOT_SET","","","NOT_SET","","-1.0","13:41:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-06-01T16:38:23.000Z","e9061720-7ee9-4aa9-a7b9-088a44724ec2","NOT_SET","NOT_SET","","","NOT_SET","","-2.0","16:34:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-28T15:20:53.000Z","94148ba5-d821-41f8-ac7b-920ad8825ee9","NOT_SET","NOT_SET","","","NOT_SET","","-6.0","15:20:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-27T13:06:20.000Z","6ecf46e7-fccf-4e3f-a4ed-8f8db12f5279","NOT_SET","NOT_SET","","","NOT_SET","","-7.0","13:05:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-22T12:55:39.000Z","2ddbd2bb-5387-4e84-a06c-19b0eaff1b83","NOT_SET","NOT_SET","","","NOT_SET","","-12.0","12:55:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-27T17:22:12.000Z","95dd4a66-8a18-4a1e-a0c9-b01f8ab541b5","NOT_SET","NOT_SET","","","NOT_SET","","-7.0","17:16:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-25T19:41:55.000Z","6987e5e8-c042-4ff9-ac77-c7152a5eb4da","NOT_SET","NOT_SET","","","NOT_SET","","-9.0","19:37:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-26T11:35:22.000Z","bb410fd9-097b-4f58-aad0-132aba967735","NOT_SET","NOT_SET","","","NOT_SET","","-8.0","11:31:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-20T12:29:43.000Z","4048e5ad-d8c1-4239-ae4a-364810e95cef","NOT_SET","NOT_SET","","","NOT_SET","","-14.0","12:27:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-22T15:46:30.000Z","f04d6e62-cf57-43bb-aee5-d75cb369a098","NOT_SET","NOT_SET","","","NOT_SET","","-12.0","15:44:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-27T15:02:18.000Z","4f3bc141-0187-44af-af6e-7355c68d2cac","NOT_SET","NOT_SET","","","NOT_SET","","-7.0","15:01:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-27T14:23:52.000Z","c57da819-0810-4382-a703-09b7ae1fa124","NOT_SET","NOT_SET","","","NOT_SET","","-7.0","14:17:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-28T19:34:44.000Z","f2934058-8713-4a3d-a92b-22c96be291a0","NOT_SET","NOT_SET","","","NOT_SET","","-6.0","19:32:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-27T10:33:34.000Z","33c96ed5-006e-4361-a8c2-e901b03f8167","NOT_SET","NOT_SET","","","NOT_SET","","-7.0","10:33:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-27T14:45:19.000Z","a49201da-3ca8-4116-a9b4-8376d96ff55a","NOT_SET","NOT_SET","","","NOT_SET","","-7.0","14:44:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-28T15:33:00.000Z","ceba1b7e-4333-467d-a860-8532e4e63978","NOT_SET","NOT_SET","","","NOT_SET","","-6.0","15:32:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-30T10:39:34.000Z","1566249e-b2a0-4503-aa47-cd4dd18017b5","NOT_SET","NOT_SET","","","NOT_SET","","-4.0","10:36:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-06-01T17:28:08.000Z","1ef2fb75-a175-447e-ad83-9fde26e7835f","NOT_SET","NOT_SET","","","NOT_SET","","-2.0","17:19:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-29T12:36:49.000Z","9acff8c0-8643-464a-ae1a-58b590d9579c","NOT_SET","NOT_SET","","","NOT_SET","","-5.0","12:36:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-27T16:43:25.000Z","dbd83069-5419-409e-a6f0-6a55b2995b5c","NOT_SET","NOT_SET","","","NOT_SET","","-7.0","16:38:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-30T17:47:18.000Z","0f45d290-db57-420b-acae-d7d338b17cba","NOT_SET","NOT_SET","","","NOT_SET","","-4.0","17:46:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-31T11:33:59.000Z","7d84821b-2955-49c4-a1c3-92dd6e0a3d0a","NOT_SET","NOT_SET","","","NOT_SET","","-3.0","11:33:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-06-01T09:52:08.000Z","0d17a3e7-0a9c-4e69-a5ad-ee865b4a7f6e","NOT_SET","NOT_SET","","","NOT_SET","","-2.0","09:42:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-24T19:44:37.000Z","205161a7-21a1-4478-a3fd-3f3a4d816acb","NOT_SET","NOT_SET","","","NOT_SET","","-10.0","19:36:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-24T18:22:20.000Z","131c541b-1a1a-4511-a81d-09595d73a747","NOT_SET","NOT_SET","","","NOT_SET","","-10.0","18:20:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-21T08:55:42.000Z","77c2706f-2037-4f38-aaf4-98531717cd46","NOT_SET","NOT_SET","","","NOT_SET","","-13.0","08:55:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-26T13:03:59.000Z","d4256d66-76ef-4adb-a872-1d141ec5691d","NOT_SET","NOT_SET","","","NOT_SET","","-8.0","13:03:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-30T17:33:44.000Z","5a55a42f-1178-4611-a79a-cdd119ded4fa","NOT_SET","NOT_SET","","","NOT_SET","","-4.0","17:33:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-25T11:59:50.000Z","7d4cbf05-b7e0-4754-a422-57dd945925c2","NOT_SET","NOT_SET","","","NOT_SET","","-9.0","11:59:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-28T08:15:57.000Z","2c6c74d6-66ae-4949-afa9-bc07ffa40b0c","NOT_SET","NOT_SET","","","NOT_SET","","-6.0","08:14:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-25T17:16:39.000Z","a003ec71-0bb2-4641-a0ea-80779452da0e","NOT_SET","NOT_SET","","","NOT_SET","","-9.0","17:16:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-26T08:41:43.000Z","19c032a8-8b3c-40ab-ab25-dead61a508b0","NOT_SET","NOT_SET","","","NOT_SET","","-8.0","08:37:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-06-02T08:52:59.000Z","8df6cd5e-9de2-4378-a36a-5ef0cb297446","NOT_SET","NOT_SET","","","NOT_SET","","-1.0","08:45:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-26T19:13:27.000Z","3b3498f3-a17f-4b9b-a41c-e7f6b08ee50e","NOT_SET","NOT_SET","","","NOT_SET","","-8.0","19:11:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-23T14:44:35.000Z","4999e94d-e3f1-40b5-a61a-17003a3f0174","NOT_SET","NOT_SET","","","NOT_SET","","-11.0","14:38:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-22T13:30:29.000Z","ab4a289d-9184-4dde-a79f-7e3f493fbc34","NOT_SET","NOT_SET","","","NOT_SET","","-12.0","13:30:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-22T15:19:11.000Z","1ec0bea2-49a7-4b25-ae63-30961afe41b1","NOT_SET","NOT_SET","","","NOT_SET","","-12.0","15:16:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-31T19:04:19.000Z","39845648-158a-40ab-a212-f3eafb3da5e3","NOT_SET","NOT_SET","","","NOT_SET","","-3.0","19:03:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-26T09:40:25.000Z","035852a9-7d5c-401c-a6f6-07b183b3f0b0","NOT_SET","NOT_SET","","","NOT_SET","","-8.0","09:40:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-23T09:08:33.000Z","8b2809df-05d3-4224-a333-523d82d24287","NOT_SET","NOT_SET","","","NOT_SET","","-11.0","08:57:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-27T18:44:46.000Z","b661de27-9b1a-43a8-ad15-bd945b9d0e91","NOT_SET","NOT_SET","","","NOT_SET","","-7.0","18:44:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-28T19:13:53.000Z","4d48dd62-9d01-4868-aaab-9bcaabb68cd6","NOT_SET","NOT_SET","","","NOT_SET","","-6.0","19:10:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-31T12:07:37.000Z","29f9fc7c-2b3b-414b-ab1d-ad34dfb3897f","NOT_SET","NOT_SET","","","NOT_SET","","-3.0","12:07:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-24T09:18:01.000Z","aca4d61b-2e93-4dc7-af35-0ef024f9af5e","NOT_SET","NOT_SET","","","NOT_SET","","-10.0","09:17:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-24T15:12:40.000Z","139f934a-144b-48d7-a7ad-160a06547e24","NOT_SET","NOT_SET","","","NOT_SET","","-10.0","15:07:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-27T19:16:28.000Z","6e3e1249-ade6-4346-a873-0011d348e98f","NOT_SET","NOT_SET","","","NOT_SET","","-7.0","19:07:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-23T17:31:55.000Z","8b3a92cf-10f8-459b-a5ad-40f5dd8bfa47","NOT_SET","NOT_SET","","","NOT_SET","","-11.0","17:31:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-27T18:18:43.000Z","736654f6-6af9-480d-a017-736a697332dc","NOT_SET","NOT_SET","","","NOT_SET","","-7.0","18:18:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-26T11:58:13.000Z","752c34b2-df40-4027-aef4-8a0b9013ea4d","NOT_SET","NOT_SET","","","NOT_SET","","-8.0","11:48:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-21T08:28:51.000Z","7d70bbac-c9f9-4a3a-a36b-5f12f2cab33e","NOT_SET","NOT_SET","","","NOT_SET","","-13.0","08:28:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-23T16:41:46.000Z","3c4e836a-1f12-48e8-a0a7-354059f6d31a","NOT_SET","NOT_SET","","","NOT_SET","","-11.0","16:41:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-22T14:30:35.000Z","46a80598-a7da-46dd-ac8c-87fe5b910d51","NOT_SET","NOT_SET","","","NOT_SET","","-12.0","14:26:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-06-01T13:29:55.000Z","7896aff9-6e3f-47e5-aa62-254a49a02a30","NOT_SET","NOT_SET","","","NOT_SET","","-2.0","13:26:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-28T15:25:08.000Z","bd2bf299-355e-48ec-a68e-60e40e68bd86","NOT_SET","NOT_SET","","","NOT_SET","","-6.0","15:24:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-24T12:42:58.000Z","480e9180-c191-4442-a167-154e5071518f","NOT_SET","NOT_SET","","","NOT_SET","","-10.0","12:42:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-30T18:24:05.000Z","c043ae46-0689-42ce-a21f-8a31e2fbd980","NOT_SET","NOT_SET","","","NOT_SET","","-4.0","18:22:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-20T08:27:28.000Z","a24f525b-d0f0-4d78-a695-56d09f356a84","NOT_SET","NOT_SET","","","NOT_SET","","-14.0","08:27:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-31T14:35:08.000Z","7697d7cf-8bde-4810-aee5-3b07dc88636b","NOT_SET","NOT_SET","","","NOT_SET","","-3.0","14:29:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-06-01T15:10:39.000Z","cb2a38e1-500c-457d-a088-520f6ac0b6a6","NOT_SET","NOT_SET","","","NOT_SET","","-2.0","15:10:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-26T17:18:14.000Z","9c687b10-1990-4ddd-a8d1-80dd5b759693","NOT_SET","NOT_SET","","","NOT_SET","","-8.0","17:14:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-06-02T09:58:14.000Z","2a7dd6fd-df5b-4202-a34b-3b437c23dd41","NOT_SET","NOT_SET","","","NOT_SET","","-1.0","09:56:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-20T09:55:07.000Z","c55eee1d-a6e1-4ab2-ab49-5a29adda8d38","NOT_SET","NOT_SET","","","NOT_SET","","-14.0","09:54:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-28T15:36:20.000Z","a3a231b5-472e-439d-a567-e37d68fe5204","NOT_SET","NOT_SET","","","NOT_SET","","-6.0","15:34:00","NOT_SET"
"SCRT2 - EmbeddedMessaging","resolved","SKYWAVE_PHASE_4_5","2026-05-22T15:45:18.000Z","26c4d933-dfa3-475d-a904-70b6e882f394","NOT_SET","NOT_SET","","","NOT_SET","","-12.0","15:43:00","NOT_SET"
